route,date,actual_qty,actual_volume
Amsterdam-Eindhoven,2026-04-02,1886,2829.0
Amsterdam-Eindhoven,2026-04-03,752,1128.0
Amsterdam-Eindhoven,2026-04-04,2564,3846.0
Amsterdam-Eindhoven,2026-04-05,329,493.5
Amsterdam-Eindhoven,2026-04-06,3058,4587.0
Amsterdam-Eindhoven,2026-04-07,170,255.0
Glasgow-Malaga,2026-04-01,2378,3567.0
Glasgow-Malaga,2026-04-02,606,909.0
Glasgow-Malaga,2026-04-03,962,1443.0
Glasgow-Malaga,2026-04-04,519,778.5
Glasgow-Malaga,2026-04-05,2152,3228.0
Glasgow-Malaga,2026-04-06,2198,3297.0
Glasgow-Malaga,2026-04-07,683,1024.5
London-Cologne,2026-04-01,1045,1567.5
London-Cologne,2026-04-02,279,418.5
London-Cologne,2026-04-03,1399,2098.5
London-Cologne,2026-04-04,1959,2938.5
London-Cologne,2026-04-05,2629,3943.5
London-Cologne,2026-04-06,2099,3148.5
London-Cologne,2026-04-07,3389,5083.5
Palermo-Zaragoza,2026-04-01,618,927.0
Palermo-Zaragoza,2026-04-02,1257,1885.5
Palermo-Zaragoza,2026-04-03,3044,4566.0
Palermo-Zaragoza,2026-04-04,1511,2266.5
Palermo-Zaragoza,2026-04-05,481,721.5
Palermo-Zaragoza,2026-04-06,1439,2158.5
Palermo-Zaragoza,2026-04-07,1135,1702.5
Valencia-London,2026-04-01,528,792.0
Valencia-London,2026-04-02,1542,2313.0
Valencia-London,2026-04-03,1322,1983.0
Valencia-London,2026-04-04,976,1464.0
Valencia-London,2026-04-05,2728,4092.0
Valencia-London,2026-04-06,2382,3573.0
Valencia-London,2026-04-07,1769,2653.5
Seville-Poznan,2026-04-01,260,390.0
Seville-Poznan,2026-04-02,2362,3543.0
Seville-Poznan,2026-04-03,3294,4941.0
Seville-Poznan,2026-04-04,2903,4354.5
Seville-Poznan,2026-04-05,1339,2008.5
Seville-Poznan,2026-04-06,2771,4156.5
Seville-Poznan,2026-04-07,949,1423.5
Stuttgart-Barcelona,2026-04-01,3192,4788.0
Stuttgart-Barcelona,2026-04-02,1733,2599.5
Stuttgart-Barcelona,2026-04-03,3307,4960.5
Stuttgart-Barcelona,2026-04-04,2418,3627.0
Stuttgart-Barcelona,2026-04-05,1143,1714.5
Stuttgart-Barcelona,2026-04-06,1956,2934.0
Stuttgart-Barcelona,2026-04-07,1554,2331.0
Krakow-Birmingham,2026-04-01,124,186.0
Krakow-Birmingham,2026-04-02,1749,2623.5
Krakow-Birmingham,2026-04-03,2675,4012.5
Krakow-Birmingham,2026-04-04,532,798.0
Krakow-Birmingham,2026-04-05,2120,3180.0
Krakow-Birmingham,2026-04-06,1152,1728.0
Krakow-Birmingham,2026-04-07,2199,3298.5
Madrid-Marseille,2026-04-01,1367,2050.5
Madrid-Marseille,2026-04-02,3341,5011.5
Madrid-Marseille,2026-04-03,602,903.0
Madrid-Marseille,2026-04-04,285,427.5
Madrid-Marseille,2026-04-05,1806,2709.0
Madrid-Marseille,2026-04-06,1462,2193.0
Madrid-Marseille,2026-04-07,2490,3735.0
Manchester-Frankfurt,2026-04-01,3460,5190.0
Manchester-Frankfurt,2026-04-02,2559,3838.5
Manchester-Frankfurt,2026-04-03,1735,2602.5
Manchester-Frankfurt,2026-04-04,571,856.5
Manchester-Frankfurt,2026-04-05,2215,3322.5
Manchester-Frankfurt,2026-04-06,2408,3612.0
Manchester-Frankfurt,2026-04-07,2601,3901.5
Valencia-Manchester,2026-04-01,818,1227.0
Valencia-Manchester,2026-04-02,2776,4164.0
Valencia-Manchester,2026-04-03,502,753.0
Valencia-Manchester,2026-04-04,356,534.0
Valencia-Manchester,2026-04-05,1682,2523.0
Valencia-Manchester,2026-04-06,1490,2235.0
Valencia-Manchester,2026-04-07,3348,5022.0
Rome-Cologne,2026-04-01,1838,2757.0
Rome-Cologne,2026-04-02,1363,2044.5
Rome-Cologne,2026-04-03,3369,5053.5
Rome-Cologne,2026-04-04,79,118.5
Rome-Cologne,2026-04-05,2998,4497.0
Rome-Cologne,2026-04-06,1265,1897.5
Rome-Cologne,2026-04-07,1983,2974.5
Glasgow-Eindhoven,2026-04-01,668,1002.0
Glasgow-Eindhoven,2026-04-02,1296,1944.0
Glasgow-Eindhoven,2026-04-03,1399,2098.5
Glasgow-Eindhoven,2026-04-04,2550,3825.0
Glasgow-Eindhoven,2026-04-05,685,1027.5
Glasgow-Eindhoven,2026-04-06,1582,2373.0
Glasgow-Eindhoven,2026-04-07,644,966.0
Hamburg-Bristol,2026-04-01,3055,4582.5
Hamburg-Bristol,2026-04-02,645,967.5
Hamburg-Bristol,2026-04-03,1443,2164.5
Hamburg-Bristol,2026-04-04,1767,2650.5
Hamburg-Bristol,2026-04-05,333,499.5
Hamburg-Bristol,2026-04-06,2851,4276.5
Hamburg-Bristol,2026-04-07,1614,2421.0
Lyon-Frankfurt,2026-04-01,301,451.5
Lyon-Frankfurt,2026-04-02,117,175.5
Lyon-Frankfurt,2026-04-03,349,523.5
Lyon-Frankfurt,2026-04-04,657,985.5
Lyon-Frankfurt,2026-04-05,393,589.5
Lyon-Frankfurt,2026-04-06,1228,1842.0
Lyon-Frankfurt,2026-04-07,1309,1963.5
Munich-Liverpool,2026-04-01,2784,4176.0
Munich-Liverpool,2026-04-02,1202,1803.0
Munich-Liverpool,2026-04-03,3499,5248.5
Munich-Liverpool,2026-04-04,1658,2487.0
Munich-Liverpool,2026-04-05,1292,1938.0
Munich-Liverpool,2026-04-06,2514,3771.0
Munich-Liverpool,2026-04-07,2557,3835.5
Lodz-Liverpool,2026-04-01,261,391.5
Lodz-Liverpool,2026-04-02,1088,1632.0
Lodz-Liverpool,2026-04-03,3264,4896.0
Lodz-Liverpool,2026-04-04,544,816.0
Lodz-Liverpool,2026-04-05,1817,2725.5
Lodz-Liverpool,2026-04-06,1638,2457.0
Lodz-Liverpool,2026-04-07,1095,1642.5
Zaragoza-Munich,2026-04-01,3156,4734.0
Zaragoza-Munich,2026-04-02,433,649.5
Zaragoza-Munich,2026-04-03,1383,2074.5
Zaragoza-Munich,2026-04-04,3455,5182.5
Zaragoza-Munich,2026-04-05,2451,3676.5
Zaragoza-Munich,2026-04-06,2990,4485.0
Zaragoza-Munich,2026-04-07,961,1441.5
London-Liverpool,2026-04-01,544,816.0
London-Liverpool,2026-04-02,2161,3241.5
London-Liverpool,2026-04-03,2452,3678.0
London-Liverpool,2026-04-04,1676,2514.0
London-Liverpool,2026-04-05,1324,1986.0
London-Liverpool,2026-04-06,792,1188.0
London-Liverpool,2026-04-07,1075,1612.5
Valencia-Toulouse,2026-04-01,2644,3966.0
Valencia-Toulouse,2026-04-02,1872,2808.0
Valencia-Toulouse,2026-04-03,163,244.5
Valencia-Toulouse,2026-04-04,1012,1518.0
Valencia-Toulouse,2026-04-05,3163,4744.5
Valencia-Toulouse,2026-04-06,1502,2253.0
Valencia-Toulouse,2026-04-07,1050,1575.0
Bristol-Hamburg,2026-04-01,1090,1635.0
Bristol-Hamburg,2026-04-02,2422,3633.0
Bristol-Hamburg,2026-04-03,494,741.0
Bristol-Hamburg,2026-04-04,2245,3367.5
Bristol-Hamburg,2026-04-05,1178,1767.0
Bristol-Hamburg,2026-04-06,1036,1554.0
Bristol-Hamburg,2026-04-07,694,1041.0
Utrecht-Turin,2026-04-01,1726,2589.0
Utrecht-Turin,2026-04-02,1388,2082.0
Utrecht-Turin,2026-04-03,551,826.5
Utrecht-Turin,2026-04-04,523,784.5
Utrecht-Turin,2026-04-05,921,1381.5
Utrecht-Turin,2026-04-06,2327,3490.5
Utrecht-Turin,2026-04-07,1833,2749.5
Valencia-The Hague,2026-04-01,1490,2235.0
Valencia-The Hague,2026-04-02,398,597.0
Valencia-The Hague,2026-04-03,797,1195.5
Valencia-The Hague,2026-04-04,762,1143.0
Valencia-The Hague,2026-04-05,1077,1615.5
Valencia-The Hague,2026-04-06,521,781.5
Valencia-The Hague,2026-04-07,3288,4932.0
Krakow-Utrecht,2026-04-01,2516,3774.0
Krakow-Utrecht,2026-04-02,2229,3343.5
Krakow-Utrecht,2026-04-03,1100,1650.0
Krakow-Utrecht,2026-04-04,420,630.0
Krakow-Utrecht,2026-04-05,2748,4122.0
Krakow-Utrecht,2026-04-06,929,1393.5
Krakow-Utrecht,2026-04-07,3135,4702.5
Rotterdam-Munich,2026-04-01,445,667.5
Rotterdam-Munich,2026-04-02,643,964.5
Rotterdam-Munich,2026-04-03,154,231.0
Rotterdam-Munich,2026-04-04,1835,2752.5
Rotterdam-Munich,2026-04-05,3225,4837.5
Rotterdam-Munich,2026-04-06,2435,3652.5
Rotterdam-Munich,2026-04-07,3190,4785.0
Rotterdam-Wroclaw,2026-04-01,1531,2296.5
Rotterdam-Wroclaw,2026-04-02,2304,3456.0
Rotterdam-Wroclaw,2026-04-03,970,1455.0
Rotterdam-Wroclaw,2026-04-04,1231,1846.5
Rotterdam-Wroclaw,2026-04-05,3212,4818.0
Rotterdam-Wroclaw,2026-04-06,1943,2914.5
Rotterdam-Wroclaw,2026-04-07,907,1360.5
Palermo-Lodz,2026-04-01,215,322.5
Palermo-Lodz,2026-04-02,561,841.5
Palermo-Lodz,2026-04-03,247,370.5
Palermo-Lodz,2026-04-04,3502,5253.0
Palermo-Lodz,2026-04-05,779,1168.5
Palermo-Lodz,2026-04-06,2587,3880.5
Palermo-Lodz,2026-04-07,2911,4366.5
Manchester-Warsaw,2026-04-01,2923,4384.5
Manchester-Warsaw,2026-04-02,2879,4318.5
Manchester-Warsaw,2026-04-03,2308,3462.0
Manchester-Warsaw,2026-04-04,3248,4872.0
Manchester-Warsaw,2026-04-05,1481,2221.5
Manchester-Warsaw,2026-04-06,3259,4888.5
Manchester-Warsaw,2026-04-07,977,1465.5
Naples-Stuttgart,2026-04-01,204,306.0
Naples-Stuttgart,2026-04-02,3119,4678.5
Naples-Stuttgart,2026-04-03,1699,2548.5
Naples-Stuttgart,2026-04-04,2699,4048.5
Naples-Stuttgart,2026-04-05,1948,2922.0
Naples-Stuttgart,2026-04-06,1404,2106.0
Naples-Stuttgart,2026-04-07,1322,1983.0
Wroclaw-The Hague,2026-04-01,1087,1630.5
Wroclaw-The Hague,2026-04-02,2115,3172.5
Wroclaw-The Hague,2026-04-03,912,1368.0
Wroclaw-The Hague,2026-04-04,403,604.5
Wroclaw-The Hague,2026-04-05,365,547.5
Wroclaw-The Hague,2026-04-06,2578,3867.0
Wroclaw-The Hague,2026-04-07,900,1350.0
Manchester-Bristol,2026-04-01,2399,3598.5
Manchester-Bristol,2026-04-02,1254,1881.0
Manchester-Bristol,2026-04-03,334,501.0
Manchester-Bristol,2026-04-04,239,358.5
Manchester-Bristol,2026-04-05,1976,2964.0
Manchester-Bristol,2026-04-06,2037,3055.5
Manchester-Bristol,2026-04-07,1346,2019.0
Madrid-Utrecht,2026-04-01,3366,5049.0
Madrid-Utrecht,2026-04-02,808,1212.0
Madrid-Utrecht,2026-04-03,820,1230.0
Madrid-Utrecht,2026-04-04,1388,2082.0
Madrid-Utrecht,2026-04-05,2112,3168.0
Madrid-Utrecht,2026-04-06,502,753.0
Madrid-Utrecht,2026-04-07,2260,3390.0
Genoa-Milan,2026-04-01,665,997.5
Genoa-Milan,2026-04-02,3492,5238.0
Genoa-Milan,2026-04-03,1806,2709.0
Genoa-Milan,2026-04-04,1257,1885.5
Genoa-Milan,2026-04-05,3014,4521.0
Genoa-Milan,2026-04-06,2106,3159.0
Genoa-Milan,2026-04-07,2677,4015.5
Frankfurt-Glasgow,2026-04-01,378,567.0
Frankfurt-Glasgow,2026-04-02,3461,5191.5
Frankfurt-Glasgow,2026-04-03,573,859.5
Frankfurt-Glasgow,2026-04-04,256,384.0
Frankfurt-Glasgow,2026-04-05,3173,4759.5
Frankfurt-Glasgow,2026-04-06,612,918.0
Frankfurt-Glasgow,2026-04-07,1634,2451.0
Hamburg-Palermo,2026-04-01,1271,1906.5
Hamburg-Palermo,2026-04-02,2577,3865.5
Hamburg-Palermo,2026-04-03,2202,3303.0
Hamburg-Palermo,2026-04-04,1696,2544.0
Hamburg-Palermo,2026-04-05,2405,3607.5
Hamburg-Palermo,2026-04-06,2758,4137.0
Hamburg-Palermo,2026-04-07,90,135.0
Frankfurt-Madrid,2026-04-01,2514,3771.0
Frankfurt-Madrid,2026-04-02,921,1381.5
Frankfurt-Madrid,2026-04-03,1256,1884.0
Frankfurt-Madrid,2026-04-04,1732,2598.0
Frankfurt-Madrid,2026-04-05,696,1044.0
Frankfurt-Madrid,2026-04-06,343,514.5
Frankfurt-Madrid,2026-04-07,794,1191.0
Manchester-Poznan,2026-04-01,2579,3868.5
Manchester-Poznan,2026-04-02,2092,3138.0
Manchester-Poznan,2026-04-03,3142,4713.0
Manchester-Poznan,2026-04-04,1269,1903.5
Manchester-Poznan,2026-04-05,1550,2325.0
Manchester-Poznan,2026-04-06,615,922.5
Manchester-Poznan,2026-04-07,1388,2082.0
London-Stuttgart,2026-04-01,2627,3940.5
London-Stuttgart,2026-04-02,196,294.0
London-Stuttgart,2026-04-03,524,786.0
London-Stuttgart,2026-04-04,1897,2845.5
London-Stuttgart,2026-04-05,315,472.5
London-Stuttgart,2026-04-06,601,901.5
London-Stuttgart,2026-04-07,2125,3187.5
Nantes-Turin,2026-04-01,514,771.0
Nantes-Turin,2026-04-02,1523,2284.5
Nantes-Turin,2026-04-03,510,765.0
Nantes-Turin,2026-04-04,1611,2416.5
Nantes-Turin,2026-04-05,219,328.5
Nantes-Turin,2026-04-06,1582,2373.0
Nantes-Turin,2026-04-07,1369,2053.5
Krakow-Berlin,2026-04-01,3009,4513.5
Krakow-Berlin,2026-04-02,2534,3801.0
Krakow-Berlin,2026-04-03,3430,5145.0
Krakow-Berlin,2026-04-04,1120,1680.0
Krakow-Berlin,2026-04-05,1671,2506.5
Krakow-Berlin,2026-04-06,2560,3840.0
Krakow-Berlin,2026-04-07,1238,1857.0
Milan-Warsaw,2026-04-01,98,147.0
Milan-Warsaw,2026-04-02,1084,1626.0
Milan-Warsaw,2026-04-03,1134,1701.0
Milan-Warsaw,2026-04-04,1479,2218.5
Milan-Warsaw,2026-04-05,2628,3942.0
Milan-Warsaw,2026-04-06,2184,3276.0
Milan-Warsaw,2026-04-07,2385,3577.5
Frankfurt-Munich,2026-04-01,1254,1881.0
Frankfurt-Munich,2026-04-02,2797,4195.5
Frankfurt-Munich,2026-04-03,662,993.0
Frankfurt-Munich,2026-04-04,3092,4638.0
Frankfurt-Munich,2026-04-05,1090,1635.0
Frankfurt-Munich,2026-04-06,938,1407.0
Frankfurt-Munich,2026-04-07,892,1338.0
Birmingham-Rome,2026-04-01,1612,2418.0
Birmingham-Rome,2026-04-02,2382,3573.0
Birmingham-Rome,2026-04-03,2836,4254.0
Birmingham-Rome,2026-04-04,3182,4773.0
Birmingham-Rome,2026-04-05,3149,4723.5
Birmingham-Rome,2026-04-06,3006,4509.0
Birmingham-Rome,2026-04-07,1238,1857.0
Poznan-Wroclaw,2026-04-01,1313,1969.5
Poznan-Wroclaw,2026-04-02,3507,5260.5
Poznan-Wroclaw,2026-04-03,2230,3345.0
Poznan-Wroclaw,2026-04-04,3204,4806.0
Poznan-Wroclaw,2026-04-05,736,1104.0
Poznan-Wroclaw,2026-04-06,671,1006.5
Poznan-Wroclaw,2026-04-07,1754,2631.0
Rome-Munich,2026-04-01,1733,2599.5
Rome-Munich,2026-04-02,1048,1572.0
Rome-Munich,2026-04-03,247,370.5
Rome-Munich,2026-04-04,1362,2043.0
Rome-Munich,2026-04-05,1385,2077.5
Rome-Munich,2026-04-06,340,510.0
Rome-Munich,2026-04-07,1152,1728.0
Barcelona-Paris,2026-04-01,3469,5203.5
Barcelona-Paris,2026-04-02,1007,1510.5
Barcelona-Paris,2026-04-03,3121,4681.5
Barcelona-Paris,2026-04-04,2366,3549.0
Barcelona-Paris,2026-04-05,959,1438.5
Barcelona-Paris,2026-04-06,171,256.5
Barcelona-Paris,2026-04-07,3238,4857.0
Toulouse-Stuttgart,2026-04-01,108,162.0
Toulouse-Stuttgart,2026-04-02,2627,3940.5
Toulouse-Stuttgart,2026-04-03,790,1185.0
Toulouse-Stuttgart,2026-04-04,77,115.5
Toulouse-Stuttgart,2026-04-05,3279,4918.5
Toulouse-Stuttgart,2026-04-06,1901,2851.5
Toulouse-Stuttgart,2026-04-07,2780,4170.0
Palermo-Toulouse,2026-04-01,1542,2313.0
Palermo-Toulouse,2026-04-02,2132,3198.0
Palermo-Toulouse,2026-04-03,1636,2454.0
Palermo-Toulouse,2026-04-04,734,1101.0
Palermo-Toulouse,2026-04-05,1706,2559.0
Palermo-Toulouse,2026-04-06,297,445.5
Palermo-Toulouse,2026-04-07,2315,3472.5
Genoa-Utrecht,2026-04-01,1129,1693.5
Genoa-Utrecht,2026-04-02,1399,2098.5
Genoa-Utrecht,2026-04-03,1576,2364.0
Genoa-Utrecht,2026-04-04,1864,2796.0
Genoa-Utrecht,2026-04-05,3171,4756.5
Genoa-Utrecht,2026-04-06,3444,5166.0
Genoa-Utrecht,2026-04-07,3271,4906.5
Turin-Madrid,2026-04-01,1658,2487.0
Turin-Madrid,2026-04-02,1845,2767.5
Turin-Madrid,2026-04-03,1702,2553.0
Turin-Madrid,2026-04-04,1461,2191.5
Turin-Madrid,2026-04-05,982,1473.0
Turin-Madrid,2026-04-06,388,582.0
Turin-Madrid,2026-04-07,2919,4378.5
Turin-Rome,2026-04-01,562,843.0
Turin-Rome,2026-04-02,3231,4846.5
Turin-Rome,2026-04-03,1284,1926.0
Turin-Rome,2026-04-04,2623,3934.5
Turin-Rome,2026-04-05,2551,3826.5
Turin-Rome,2026-04-06,122,183.0
Turin-Rome,2026-04-07,1961,2941.5
Lodz-The Hague,2026-04-01,3311,4966.5
Lodz-The Hague,2026-04-02,1476,2214.0
Lodz-The Hague,2026-04-03,2491,3736.5
Lodz-The Hague,2026-04-04,2898,4347.0
Lodz-The Hague,2026-04-05,2149,3223.5
Lodz-The Hague,2026-04-06,2280,3420.0
Lodz-The Hague,2026-04-07,2572,3858.0
Nice-Palermo,2026-04-01,1311,1966.5
Nice-Palermo,2026-04-02,2643,3964.5
Nice-Palermo,2026-04-03,3126,4689.0
Nice-Palermo,2026-04-04,2677,4015.5
Nice-Palermo,2026-04-05,1964,2946.0
Nice-Palermo,2026-04-06,3028,4542.0
Nice-Palermo,2026-04-07,3308,4962.0
Turin-Paris,2026-04-01,1031,1546.5
Turin-Paris,2026-04-02,1465,2197.5
Turin-Paris,2026-04-03,1373,2059.5
Turin-Paris,2026-04-04,2801,4201.5
Turin-Paris,2026-04-05,922,1383.0
Turin-Paris,2026-04-06,3197,4795.5
Turin-Paris,2026-04-07,1731,2596.5
Naples-Wroclaw,2026-04-01,3236,4854.0
Naples-Wroclaw,2026-04-02,2603,3904.5
Naples-Wroclaw,2026-04-03,2194,3291.0
Naples-Wroclaw,2026-04-04,2343,3514.5
Naples-Wroclaw,2026-04-05,768,1152.0
Naples-Wroclaw,2026-04-06,1709,2563.5
Naples-Wroclaw,2026-04-07,3067,4600.5
Manchester-Hamburg,2026-04-01,755,1132.5
Manchester-Hamburg,2026-04-02,3081,4621.5
Manchester-Hamburg,2026-04-03,74,111.0
Manchester-Hamburg,2026-04-04,1808,2712.0
Manchester-Hamburg,2026-04-05,2853,4279.5
Manchester-Hamburg,2026-04-06,305,457.5
Manchester-Hamburg,2026-04-07,2017,3025.5
Utrecht-Nantes,2026-04-01,2254,3381.0
Utrecht-Nantes,2026-04-02,1683,2524.5
Utrecht-Nantes,2026-04-03,2365,3547.5
Utrecht-Nantes,2026-04-04,980,1470.0
Utrecht-Nantes,2026-04-05,2342,3513.0
Utrecht-Nantes,2026-04-06,454,681.0
Utrecht-Nantes,2026-04-07,2499,3748.5
Nice-Rotterdam,2026-04-01,1402,2103.0
Nice-Rotterdam,2026-04-02,2417,3625.5
Nice-Rotterdam,2026-04-03,428,642.0
Nice-Rotterdam,2026-04-04,3394,5091.0
Nice-Rotterdam,2026-04-05,1068,1602.0
Nice-Rotterdam,2026-04-06,1693,2539.5
Nice-Rotterdam,2026-04-07,3124,4686.0
Stuttgart-Milan,2026-04-01,1988,2982.0
Stuttgart-Milan,2026-04-02,1669,2503.5
Stuttgart-Milan,2026-04-03,1621,2431.5
Stuttgart-Milan,2026-04-04,568,852.0
Stuttgart-Milan,2026-04-05,365,547.5
Stuttgart-Milan,2026-04-06,1774,2661.0
Stuttgart-Milan,2026-04-07,1088,1632.0
Seville-Frankfurt,2026-04-01,1840,2760.0
Seville-Frankfurt,2026-04-02,1640,2460.0
Seville-Frankfurt,2026-04-03,1776,2664.0
Seville-Frankfurt,2026-04-04,3077,4615.5
Seville-Frankfurt,2026-04-05,2247,3370.5
Seville-Frankfurt,2026-04-06,2266,3399.0
Seville-Frankfurt,2026-04-07,223,334.5
Krakow-Zaragoza,2026-04-01,2154,3231.0
Krakow-Zaragoza,2026-04-02,1800,2700.0
Krakow-Zaragoza,2026-04-03,1720,2580.0
Krakow-Zaragoza,2026-04-04,1425,2137.5
Krakow-Zaragoza,2026-04-05,2541,3811.5
Krakow-Zaragoza,2026-04-06,1435,2152.5
Krakow-Zaragoza,2026-04-07,3246,4869.0
Barcelona-Genoa,2026-04-01,1345,2017.5
Barcelona-Genoa,2026-04-02,2272,3408.0
Barcelona-Genoa,2026-04-03,1276,1914.0
Barcelona-Genoa,2026-04-04,121,181.5
Barcelona-Genoa,2026-04-05,1810,2715.0
Barcelona-Genoa,2026-04-06,400,600.0
Barcelona-Genoa,2026-04-07,1162,1743.0
Genoa-Poznan,2026-04-01,1724,2586.0
Genoa-Poznan,2026-04-02,1050,1575.0
Genoa-Poznan,2026-04-03,1924,2886.0
Genoa-Poznan,2026-04-04,1032,1548.0
Genoa-Poznan,2026-04-05,3433,5149.5
Genoa-Poznan,2026-04-06,790,1185.0
Genoa-Poznan,2026-04-07,1356,2034.0
Valencia-Warsaw,2026-04-01,1091,1636.5
Valencia-Warsaw,2026-04-02,1923,2884.5
Valencia-Warsaw,2026-04-03,1419,2128.5
Valencia-Warsaw,2026-04-04,2118,3177.0
Valencia-Warsaw,2026-04-05,2090,3135.0
Valencia-Warsaw,2026-04-06,235,352.5
Valencia-Warsaw,2026-04-07,2376,3564.0
Utrecht-Eindhoven,2026-04-01,409,613.5
Utrecht-Eindhoven,2026-04-02,537,805.5
Utrecht-Eindhoven,2026-04-03,889,1333.5
Utrecht-Eindhoven,2026-04-04,1333,1999.5
Utrecht-Eindhoven,2026-04-05,2214,3321.0
Utrecht-Eindhoven,2026-04-06,984,1476.0
Utrecht-Eindhoven,2026-04-07,2486,3729.0
Nantes-Naples,2026-04-01,2143,3214.5
Nantes-Naples,2026-04-02,2051,3076.5
Nantes-Naples,2026-04-03,3103,4654.5
Nantes-Naples,2026-04-04,2023,3034.5
Nantes-Naples,2026-04-05,1452,2178.0
Nantes-Naples,2026-04-06,2462,3693.0
Nantes-Naples,2026-04-07,663,994.5
Marseille-Poznan,2026-04-01,1395,2092.5
Marseille-Poznan,2026-04-02,1252,1878.0
Marseille-Poznan,2026-04-03,976,1464.0
Marseille-Poznan,2026-04-04,244,366.0
Marseille-Poznan,2026-04-05,1049,1573.5
Marseille-Poznan,2026-04-06,3323,4984.5
Marseille-Poznan,2026-04-07,2769,4153.5
Nantes-Liverpool,2026-04-01,3478,5217.0
Nantes-Liverpool,2026-04-02,2267,3400.5
Nantes-Liverpool,2026-04-03,2250,3375.0
Nantes-Liverpool,2026-04-04,2700,4050.0
Nantes-Liverpool,2026-04-05,131,196.5
Nantes-Liverpool,2026-04-06,799,1198.5
Nantes-Liverpool,2026-04-07,2083,3124.5
Seville-Krakow,2026-04-01,3078,4617.0
Seville-Krakow,2026-04-02,1692,2538.0
Seville-Krakow,2026-04-03,1642,2463.0
Seville-Krakow,2026-04-04,2661,3991.5
Seville-Krakow,2026-04-05,2813,4219.5
Seville-Krakow,2026-04-06,417,625.5
Seville-Krakow,2026-04-07,1647,2470.5
Manchester-Barcelona,2026-04-01,2588,3882.0
Manchester-Barcelona,2026-04-02,937,1405.5
Manchester-Barcelona,2026-04-03,2301,3451.5
Manchester-Barcelona,2026-04-04,2064,3096.0
Manchester-Barcelona,2026-04-05,3304,4956.0
Manchester-Barcelona,2026-04-06,2624,3936.0
Manchester-Barcelona,2026-04-07,1184,1776.0
Palermo-Milan,2026-04-01,3523,5284.5
Palermo-Milan,2026-04-02,1446,2169.0
Palermo-Milan,2026-04-03,1678,2517.0
Palermo-Milan,2026-04-04,965,1447.5
Palermo-Milan,2026-04-05,1795,2692.5
Palermo-Milan,2026-04-06,327,490.5
Palermo-Milan,2026-04-07,3094,4641.0
The Hague-Nice,2026-04-01,373,559.5
The Hague-Nice,2026-04-02,2189,3283.5
The Hague-Nice,2026-04-03,619,928.5
The Hague-Nice,2026-04-04,1130,1695.0
The Hague-Nice,2026-04-05,2146,3219.0
The Hague-Nice,2026-04-06,1145,1717.5
The Hague-Nice,2026-04-07,3333,4999.5
Genoa-Seville,2026-04-01,1162,1743.0
Genoa-Seville,2026-04-02,2258,3387.0
Genoa-Seville,2026-04-03,2127,3190.5
Genoa-Seville,2026-04-04,1644,2466.0
Genoa-Seville,2026-04-05,1755,2632.5
Genoa-Seville,2026-04-06,857,1285.5
Genoa-Seville,2026-04-07,1113,1669.5
The Hague-Liverpool,2026-04-01,2185,3277.5
The Hague-Liverpool,2026-04-02,1971,2956.5
The Hague-Liverpool,2026-04-03,2303,3454.5
The Hague-Liverpool,2026-04-04,2570,3855.0
The Hague-Liverpool,2026-04-05,2105,3157.5
The Hague-Liverpool,2026-04-06,2290,3435.0
The Hague-Liverpool,2026-04-07,726,1089.0
Paris-Marseille,2026-04-01,834,1251.0
Paris-Marseille,2026-04-02,852,1278.0
Paris-Marseille,2026-04-03,612,918.0
Paris-Marseille,2026-04-04,3219,4828.5
Paris-Marseille,2026-04-05,936,1404.0
Paris-Marseille,2026-04-06,3384,5076.0
Paris-Marseille,2026-04-07,3017,4525.5
Valencia-Malaga,2026-04-01,403,604.5
Valencia-Malaga,2026-04-02,1629,2443.5
Valencia-Malaga,2026-04-03,2618,3927.0
Valencia-Malaga,2026-04-04,310,465.0
Valencia-Malaga,2026-04-05,2869,4303.5
Valencia-Malaga,2026-04-06,3021,4531.5
Valencia-Malaga,2026-04-07,2805,4207.5
Poznan-Genoa,2026-04-01,886,1329.0
Poznan-Genoa,2026-04-02,2708,4062.0
Poznan-Genoa,2026-04-03,1354,2031.0
Poznan-Genoa,2026-04-04,2174,3261.0
Poznan-Genoa,2026-04-05,1011,1516.5
Poznan-Genoa,2026-04-06,1755,2632.5
Poznan-Genoa,2026-04-07,3410,5115.0
Krakow-Stuttgart,2026-04-01,2441,3661.5
Krakow-Stuttgart,2026-04-02,439,658.5
Krakow-Stuttgart,2026-04-03,3314,4971.0
Krakow-Stuttgart,2026-04-04,2618,3927.0
Krakow-Stuttgart,2026-04-05,2548,3822.0
Krakow-Stuttgart,2026-04-06,977,1465.5
Krakow-Stuttgart,2026-04-07,1017,1525.5
Cologne-Eindhoven,2026-04-01,2172,3258.0
Cologne-Eindhoven,2026-04-02,1755,2632.5
Cologne-Eindhoven,2026-04-03,70,105.0
Cologne-Eindhoven,2026-04-04,2813,4219.5
Cologne-Eindhoven,2026-04-05,738,1107.0
Cologne-Eindhoven,2026-04-06,902,1353.0
Cologne-Eindhoven,2026-04-07,716,1074.0
Valencia-Rotterdam,2026-04-01,1901,2851.5
Valencia-Rotterdam,2026-04-02,1347,2020.5
Valencia-Rotterdam,2026-04-03,797,1195.5
Valencia-Rotterdam,2026-04-04,92,138.0
Valencia-Rotterdam,2026-04-05,2145,3217.5
